"producao_issn";"nome_periodico";"estrato"
"19422644";THE INTERNATIONAL JOURNAL ON ADVANCES IN NETWORKS AND SERVICES;SQ
"10769757";THE JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH (PRINT);A2
"00219606";THE JOURNAL OF CHEMICAL PHYSICS;A2
"0022037X";THE JOURNAL OF DEVELOPING AREAS;SQ
"10623701";THE JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY;B3
"02706474";THE JOURNAL OF NEUROSCIENCE;A1
"15730484";THE JOURNAL OF SUPERCOMPUTING (DORDRECHT. ONLINE);A2
"01641212";THE JOURNAL OF SYSTEMS AND SOFTWARE (JSS);A1
"00014966";THE JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA;A2
"02698889";THE KNOWLEDGE ENGINEERING REVIEW;A2
"02704137";THE PROSTATE (PRINT);A1
"1537744X";THE SCIENTIFIC WORLD JOURNAL;A4
"01782789";THE VISUAL COMPUTER;A4
"14322315";THE VISUAL COMPUTER (INTERNET);A4
"10668888";THE VLDB JOURNAL;A2
"17928788";THEMES IN SCIENCE AND TECHNOLOGY EDUCATION;SQ
"03043975";THEORETICAL COMPUTER SCIENCE;A4
"14710684";THEORY AND PRACTICE OF LOGIC PROGRAMMING;A3
"14753081";THEORY AND PRACTICE OF LOGIC PROGRAMMING (ONLINE);A3
"14317613";THEORY IN BIOSCIENCES;A3
"11345764";TOP;A2
"12303429";TOPOLOGICAL METHODS IN NONLINEAR ANALYSIS;B1
"14783363";TOTAL QUALITY MANAGEMENT AND BUSINESS EXCELLENCE;A1
"0300483X";TOXICOLOGY (AMSTERDAM);A1
"00410101";TOXICON (OXFORD);B1
"13611682";TRANSACTIONS IN GIS (PRINT);A2
"18643027";TRANSACTIONS ON ASPECT-ORIENTED SOFTWARE DEVELOPMENT (PRINT);SQ
"21613915";TRANSACTIONS ON EMERGING TELECOMMUNICATIONS TECHNOLOGIES (ONLINE);A3
"18696015";TRANSACTIONS ON PATTERN LANGUAGES OF PROGRAMMING;SQ
"01031147";TRANSFORMAÇÃO;SQ
"00411132";TRANSFUSION (ARLINGTON, VA.);A4
"14730502";TRANSFUSION AND APHERESIS SCIENCE;B2
"09587578";TRANSFUSION MEDICINE (PRINT);B1
"19365233";TRANSLATIONAL ONCOLOGY (ONLINE);A3
"01912615";TRANSPORTATION RESEARCH, SERIES B: METHODOLOGICAL;A1
"0968090X";TRANSPORTATION RESEARCH. PART C, EMERGING TECHNOLOGIES;A1
"13665545";TRANSPORTATION RESEARCH. PART E, LOGISTICS AND TRANSPORTATION REVIEW;A1
"00411655";TRANSPORTATION SCIENCE;A1
"22371346";TRANSPORTES (RIO DE JANEIRO);SQ
"16142942";TREE GENETICS & GENOMES (PRINT);A1
"01677799";TRENDS IN BIOTECHNOLOGY (REGULAR ED.);A1
"0301679X";TRIBOLOGY INTERNATIONAL;A1
"18093426";TRIBUTAÇÃO EM REVISTA;SQ
"19832052";TROPICAL PLANT PATHOLOGY;A3
"19825676";TROPICAL PLANT PATHOLOGY (IMPRESSO);A3
"07524072";TSI. TECHNIQUE ET SCIENCE INFORMATIQUES;SQ
"0041624X";ULTRASONICS (GUILDFORD);A1
"16155297";UNIVERSAL ACCESS IN THE INFORMATION SOCIETY (INTERNET);A2
"16155289";UNIVERSAL ACCESS IN THE INFORMATION SOCIETY (PRINT);A2
"24484180";UNIVERSO PM - REVISTA DE GERENCIAMENTO DE PROJETOS;SQ
"23013850";UNMANNED SYSTEMS;A3
"09241868";USER MODELING AND USER-ADAPTED INTERACTION;A1
"19822243";VEREDAS - REVISTA DE ESTUDOS LINGUÍSTICOS;SQ
"19846746";VERITAS ONLINE;SQ
"01027352";VETOR (FURG);SQ
"00429007";VOX SANGUINIS (BASEL. 1956);A4
"0956053X";WASTE MANAGEMENT (ELMSFORD);A1
"00496979";WATER, AIR, & SOIL POLLUTION;A3
"15701263";WEB INTELLIGENCE AND AGENT SYSTEMS;SQ
"19424787";WILEY INTERDISCIPLINARY REVIEWS: DATA MINING AND KNOWLEDGE DISCOVERY;A1
"17577012";WILEY INTERDISCIPLINARY REVIEWS: RNA;A1
"15308677";WIRELESS COMMUNICATIONS AND MOBILE COMPUTING;A3
"10220038";WIRELESS NETWORKS;A3
"15728196";WIRELESS NETWORKS (ONLINE);A3
"09296212";WIRELESS PERSONAL COMMUNICATIONS;A4
"13076892";WORD ACADEMY OF SCIENCE, ENGINEERING AND TECHONOLOGY;SQ
"10519815";WORK (READING, MA);A4
"13076892";WORLD ACADEMY OF SCIENCE, ENGINEERING AND TECHNOLOGY;SQ
"20103778";WORLD ACADEMY OF SCIENCE, ENGINEERING AND TECHNOLOGY;SQ
"0974567X";WORLD DIGITAL LIBRARIES;SQ
"19498454";WORLD JOURNAL OF BIOLOGICAL CHEMISTRY;SQ
"21616809";WORLD JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY;SQ
"1386145X";WORLD WIDE WEB (BUSSUM);A3
"17900832";WSEAS TRANSACTIONS ON INFORMATION SCIENCE AND APPLICATIONS;SQ
"00442275";ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK (PRINTED ED.);A2
"16167341";OCEAN DYNAMICS;A3
"20524463";SCIENTIFIC DATA;A1
"09265805";AUTOMATION IN CONSTRUCTION;A1
"17555817";CIRP JOURNAL OF MANUFACTURING SCIENCE AND TECHNOLOGY;A2
"21522715";CYBERPSYCHOLOGY, BEHAVIOR, AND SOCIAL NETWORKING;A1
"16625218";FRONTIERS IN NEUROROBOTICS;A3
"19485506";SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE;A1
"03611981";TRANSPORTATION RESEARCH RECORD;A4
"24712825";IEEE COMMUNICATIONS STANDARDS MAGAZINE;A1
"23648228";APPLIED NETWORK SCIENCE;A2
"14614448";NEW MEDIA AND SOCIETY;A1
"20499957";INFECTIOUS DISEASES OF POVERTY;A1
"2296889X";FRONTIERS IN MOLECULAR BIOSCIENCES;A3
"14712172";BMC IMMUNOLOGY;B1
"16800737";IFMBE PROCEEDINGS;B4
"21645515";HUMAN VACCINES AND IMMUNOTHERAPEUTICS;A4
"1554351X";BEHAVIOR RESEARCH METHODS;A1
"2072666X";MICROMACHINES;A3
